"",".","n"
"1613","preferences",6
"1614","prescription",6
"1615","presentation",6
"1616","presented",6
"1617","preventing",6
"1618","primarily",6
"1619","products",6
"1620","prospectively",6
"1621","quantify",6
"1622","questionnaires",6
"1623","ranging",6
"1624","rapid",6
"1625","reached",6
"1626","recruited",6
"1627","referred",6
"1628","regimens",6
"1629","representative",6
"1630","representing",6
"1631","responded",6
"1632","select",6
"1633","sequences",6
"1634","simple",6
"1635","simulation",6
"1636","simultaneously",6
"1637","sources",6
"1638","south",6
"1639","staging",6
"1640","stratification",6
"1641","stroma",6
"1642","substantial",6
"1643","sufficient",6
"1644","suggested",6
"1645","suppression",6
"1646","surgeries",6
"1647","survivorship",6
"1648","techniques",6
"1649","theassociation",6
"1650","thedevelopment",6
"1651","thesefindings",6
"1652","third",6
"1653","times",6
"1654","tissues",6
"1655","treat",6
"1656","twice",6
"1657","ubiquitin",6
"1658","uncertain",6
"1659","urinary",6
"1660","utilizing",6
"1661","variable",6
"1662","variance",6
"1663","way",6
"1664","week",6
"1665","whom",6
"1666","working",6
"1667","worldwide",6
"1668","=0",5
"1669","0)",5
"1670","0%)",5
"1671","001",5
"1672","02-1",5
"1673","03",5
"1674","07)",5
"1675","(10",5
"1676","10-year",5
"1677","11)",5
"1678","11%",5
"1679","12)",5
"1680","13%",5
"1681","19)",5
"1682","2004",5
"1683","2005",5
"1684","2006",5
"1685","22%",5
"1686","27%",5
"1687","(3",5
"1688","37",5
"1689","38",5
"1690","4%)",5
"1691","46)",5
"1692","49%",5
"1693","55",5
"1694","64",5
"1695","68",5
"1696","6-month",5
"1697","71",5
"1698","79",5
"1699","83",5
"1700","84",5
"1701","87",5
"1702","90%",5
"1703","91)",5
"1704","93",5
"1705","94)",5
"1706","99)",5
"1707","accounting",5
"1708","achieve",5
"1709","activated",5
"1710","adaptive",5
"1711","adherence",5
"1712","administrative",5
"1713","adolescent",5
"1714","adopted",5
"1715","affected",5
"1716","(all",5
"1717","allowed",5
"1718","andthe",5
"1719","antigens",5
"1720","appears",5
"1721","applying",5
"1722","arrest",5
"1723","ascertained",5
"1724","august",5
"1725","avoid",5
"1726","(bc)",5
"1727","(be)",5
"1728","bind",5
"1729","block",5
"1730","blockade",5
"1731","blocks",5
"1732","calgb",5
"1733","cancerpatients",5
"1734","cancerrisk",5
"1735","cancer-specific",5
"1736","cancersurvivors",5
"1737","canonical",5
"1738","categories",5
"1739","cervicalcancer",5
"1740","challenge",5
"1741","characterization",5
"1742","chemoradiation",5
"1743","chromosome",5
"1744","ci0",5
"1745","(cis)",5
"1746","classification",5
"1747","clinics",5
"1748","collectively",5
"1749","college",5
"1750","combining",5
"1751","comorbidity",5
"1752","comparative",5
"1753","compliance",5
"1754","component",5
"1755","comprised",5
"1756","computational",5
"1757","confidenceintervals",5
"1758","consecutive",5
"1759","consider",5
"1760","consisted",5
"1761","consistency",5
"1762","constructed",5
"1763","continue",5
"1764","controlling",5
"1765","country",5
"1766","coxregression",5
"1767","create",5
"1768","crucial",5
"1769","culture",5
"1770","curative",5
"1771","curve",5
"1772","cytology",5
"1773","damage",5
"1774","dataset",5
"1775","decade",5
"1776","decades",5
"1777","decline",5
"1778","definition",5
"1779","degree",5
"1780","delivered",5
"1781","demographics",5
"1782","demonstrates",5
"1783","demonstrating",5
"1784","depletion",5
"1785","designs",5
"1786","difficult",5
"1787","discontinuation",5
"1788","distress",5
"1789","divided",5
"1790","documented",5
"1791","dose-limiting",5
"1792","double-blind",5
"1793","dramatic",5
"1794","drivers",5
"1795","dual",5
"1796","duration",5
"1797","dynamic",5
"1798","dysfunction",5
"1799","eastern",5
"1800","educational",5
"1801","efficiency",5
"1802","effort",5
"1803","egfr",5
"1804","elements",5
"1805","engagement",5
"1806","enriched",5
"1807","epithelium",5
"1808","era",5
"1809","errors",5
"1810","escalation",5
"1811","esophagus",5
"1812","essential",5
"1813","estimating",5
"1814","et",5
"1815","evidence-based",5
"1816","exact",5
"1817","examining",5
"1818","example",5
"1819","excision",5
"1820","experiences",5
"1821","experts",5
"1822","exploratory",5
"1823","extracellular",5
"1824","federal",5
"1825","fibroblasts",5
"1826","financial",5
"1827","find",5
"1828","first-line",5
"1829","fixed",5
"1830","forthe",5
"1831","foundthat",5
"1832","functioning",5
"1833","generated",5
"1834","genotyping",5
"1835","geographic",5
"1836","great",5
"1837","her2",5
"1838","highlights",5
"1839","histology",5
"1840","historical",5
"1841","home",5
"1842","hrqol",5
"1843","hypothesized",5
"1844","(ie",5
"1845","illustrate",5
"1846","images",5
"1847","immunosuppressive",5
"1848","implemented",5
"1849","increasingly",5
"1850","induces",5
"1851","inhibit",5
"1852","inhibitory",5
"1853","initially",5
"1854","injection",5
"1855","inpatient",5
"1856","institution",5
"1857","instruments",5
"1858","intake",5
"1859","intraepithelial",5
"1860","intrinsic",5
"1861","involved",5
"1862","latent",5
"1863","library",5
"1864","likelihood",5
"1865","limit",5
"1866","made",5
"1867","make",5
"1868","map",5
"1869","markers",5
"1870","(mean",5
"1871","means",5
"1872","mechanistic",5
"1873","membrane",5
"1874","messages",5
"1875","mg/kg",5
"1876","mixture",5
"1877","modifications",5
"1878","molecule",5
"1879","molecules",5
"1880","motif",5
"1881","mutational",5
"1882","nausea",5
"1883","necessary",5
"1884","nucleotide",5
"1885","nurses",5
"1886","occur",5
"1887","[or]",5
"1888","origin",5
"1889","paclitaxel",5
"1890","palliative",5
"1891","partial",5
"1892","participating",5
"1893","pathogenesis",5
"1894","pathologic",5
"1895","patient's",5
"1896","patients'",5
"1897","pay",5
"1898","peak",5
"1899","pelvic",5
"1900","(pfs)",5
"1901","pharmacokinetics",5
"1902","phases",5
"1903","phone",5
"1904","place",5
"1905","placebo",5
"1906","positivity",5
"1907","postoperative",5
"1908","powerful",5
"1909","prediction",5
"1910","predictor",5
"1911","preservation",5
"1912","problems",5
"1913","pro-ctcae",5
"1914","profiles",5
"1915","programmed",5
"1916","progress",5
"1917","qualitative",5
"1918","qualityof",5
"1919","quantified",5
"1920","quantitative",5
"1921","reaction",5
"1922","records",5
"1923","rectal",5
"1924","red",5
"1925","regard",5
"1926","registered",5
"1927","registries",5
"1928","regulators",5
"1929","requirements",5
"1930","researchers",5
"1931","residues",5
"1932","resistant",5
"1933","responsible",5
"1934","retention",5
"1935","rt",5
"1936","(rt)",5
"1937","sarcoma",5
"1938","scp",5
"1939","selectively",5
"1940","sexual",5
"1941","signals",5
"1942","socioeconomic",5
"1943","stability",5
"1944","stakeholders",5
"1945","standards",5
"1946","stress",5
"1947","stronger",5
"1948","substrates",5
"1949","suppressed",5
"1950","suppressor",5
"1951","surgeons",5
"1952","synergistic",5
"1953","task",5
"1954","technology",5
"1955","ten",5
"1956","themselves",5
"1957","therapeutics",5
"1958","threshold",5
"1959","toaddress",5
"1960","toassess",5
"1961","tobacco",5
"1962","tolerability",5
"1963","tomography",5
"1964","tools",5
"1965","toxic",5
"1966","tp53",5
"1967","transition",5
"1968","transport",5
"1969","typically",5
"1970","uncertainty",5
"1971","units",5
"1972","univariate",5
"1973","utility",5
"1974","v",5
"1975","vaccines",5
"1976","validate",5
"1977","vast",5
"1978","version",5
"1979","very",5
"1980","vitamin",5
"1981","wereassociated",5
"1982","western",5
"1983","what",5
"1984","xenografts",5
"1985","yearly",5
"1986","yield",5
"1987","-0",4
"1988","006)",4
"1989","008)",4
"1990","10-4",4
"1991","(14",4
"1992","14%",4
"1993","(15",4
"1994","150",4
"1995","2008",4
"1996","2009",4
"1997","©2018aacr",4
"1998","205",4
"1999","25)",4
"2000","28)",4
"2001","30)",4
"2002","38%",4
"2003","(39%)",4
"2004","3d",4
"2005","57%",4
"2006","58%",4
"2007","65%",4
"2008","67%",4
"2009","7)",4
"2010","72-1",4
"2011","77)",4
"2012","(8",4
"2013","8%)",4
"2014","86",4
"2015","88",4
"2016","89",4
"2017","ablation",4
"2018","abnormal",4
"2019","above",4
"2020","abstracted",4
"2021","accessible",4
"2022","acquired",4
"2023","added",4
"2024","adding",4
"2025","addressed",4
"2026","adequate",4
"2027","adoption",4
"2028","advances",4
"2029","aftertreatment",4
"2030","akt",4
"2031","al",4
"2032","alcohol",4
"2033","allele",4
"2034","always",4
"2035","andoutcomes",4
"2036","andoverall",4
"2037","andtreatment",4
"2038","andtumor",4
"2039","anemia",4
"2040","antibodies",4
"2041","apparent",4
"2042","april",4
"2043","arm",4
"2044","array",4
"2045","atdiagnosis",4
"2046","attitudes",4
"2047","auc",4
"2048","authors'",4
"2049","autologous",4
"2050","automated",4
"2051","availability",4
"2052","barrett's",4
"2053","become",4
"2054","behavior",4
"2055","beneficiaries",4
"2056","beyond",4
"2057","biases",4
"2058","biological",4
"2059","biopsies",4
"2060","blocking",4
"2061","bound",4
"2062","calculate",4
"2063","calls",4
"2064","canada",4
"2065","canbe",4
"2066","cancer-associated",4
"2067","cancerdiagnosis",4
"2068","cancertreatment",4
"2069","candidate",4
"2070","carcinogenesis",4
"2071","causing",4
"2072","cavity",4
"2073","ccrcc",4
"2074","(ccrcc)",4
"2075","cd4+",4
"2076","chains",4
"2077","changed",4
"2078","chemoradiotherapy",4
"2079","child",4
"2080","ci)",4
"2081","ci1",4
"2082","cinahl",4
"2083","cited",4
"2084","cm",4
"2085","cochrane",4
"2086","cognitive",4
"2087","comparedto",4
"2088","comparisons",4
"2089","completely",4
"2090","complexes",4
"2091","composition",4
"2092","comprising",4
"2093","condition",4
"2094","confounding",4
"2095","consumption",4
"2096","containing",4
"2097","contains",4
"2098","contributing",4
"2099","contribution",4
"2100","controversial",4
"2101","core",4
"2102","correlations",4
"2103","corresponding",4
"2104","coupled",4
"2105","created",4
"2106","creation",4
"2107","cystectomy",4
"2108","cytotoxicity",4
"2109","december",4
"2110","deficiency",4
"2111","degradation",4
"2112","delayed",4
"2113","deletion",4
"2114","deliver",4
"2115","deprivation",4
"2116","detailed",4
"2117","detectable",4
"2118","diarrhea",4
"2119","died",4
"2120","dietary",4
"2121","direction",4
"2122","discomfort",4
"2123","disorder",4
"2124","dissection",4
"2125","dose-dependent",4
"2126","e3",4
"2127","ea",4
"2128","(ea)",4
"2129","(ebv)",4
"2130","economic",4
"2131","efficiently",4
"2132","elderly",4
"2133","elicit",4
"2134","enabled",4
"2135","endocrine",4
"2136","endogenous",4
"2137","endothelial",4
"2138","engage",4
"2139","enrichment",4
"2140","enzyme",4
"2141","equations",4
"2142","esophagectomy",4
"2143","estimation",4
"2144","ever",4
"2145","evident",4
"2146","excluded",4
"2147","exists",4
"2148","expand",4
"2149","exposed",4
"2150","expressionof",4
"2151","extracted",4
"2152","face",4
"2153","facilities",4
"2154","fda",4
"2155","fecal",4
"2156","feedback",4
"2157","follow",4
"2158","foundation",4
"2159","fruit",4
"2160","functionality",4
"2161","gain",4
"2162","gaps",4
"2163","gemcitabine",4
"2164","generalized",4
"2165","generate",4
"2166","generation",4
"2167","genetically",4
"2168","genomics",4
"2169","geriatric",4
"2170","germ",4
"2171","gleason",4
"2172","glioma",4
"2173","goals",4
"2174","guideline",4
"2175","hada",4
"2176","hematopoiesis",4
"2177","hepatitis",4
"2178","hereditary",4
"2179","hiv-infected",4
"2180","host",4
"2181","hours",4
"2182","hpvvaccination",4
"2183","(hrqol)",4
"2184","humans",4
"2185","hysterectomy",4
"2186","(i)",4
"2187","(ii)",4
"2188","illness",4
"2189","image",4
"2190","immunohistochemistry",4
"2191","impactof",4
"2192","income",4
"2193","indicates",4
"2194","indications",4
"2195","influencing",4
"2196","initiated",4
"2197","innate",4
"2198","inpatients",4
"2199","in-person",4
"2200","insights",4
"2201","instead",4
"2202","interact",4
"2203","interview",4
"2204","investigating",4
"2205","involves",4
"2206","item",4
"2207","joint",4
"2208","kaplan-meier",4
"2209","kinases",4
"2210","knockout",4
"2211","lacking",4
"2212","length",4
"2213","ligase",4
"2214","limitation",4
"2215","loci",4
"2216","low-cost",4
"2217","lungcancer",4
"2218","lymphocyte",4
"2219","lymphocytes",4
"2220","mainly",4
"2221","males",4
"2222","markedly",4
"2223","med",4
"2224","mediate",4
"2225","mediates",4
"2226","medicaid",4
"2227","medically",4
"2228","medline",4
"2229","member",4
"2230","migration",4
"2231","minimal",4
"2232","minimally",4
"2233","mirna",4
"2234","missense",4
"2235","mitochondrial",4
"2236","mixed",4
"2237","modality",4
"2238","modeled",4
"2239","modify",4
"2240","monitored",4
"2241","monotherapy",4
"2242","multivariableanalysis",4
"2243","muscle-invasive",4
"2244","must",4
"2245","mutant",4
"2246","mutated",4
"2247","nature",4
"2248","negatively",4
"2249","neither",4
"2250","neoplasia",4
"2251","next",4
"2252","next-generation",4
"2253","nodal",4
"2254","noncanonical",4
"2255","non-hispanic",4
"2256","noninvasive",4
"2257","non-muscle-invasive",4
"2258","null",4
"2259","nutrition",4
"2260","observations",4
"2261","obtain",4
"2262","occurrence",4
"2263","oct",4
"2264","ofbreast",4
"2265","offered",4
"2266","once",4
"2267","oncogenesis",4
"2268","oncogenic",4
"2269","one-third",4
"2270","onthe",4
"2271","open",4
"2272","opportunity",4
"2273","outside",4
"2274","own",4
"2275","oxygen",4
"2276","(p=",4
"2277","(p<0",4
"2278","p=0",4
"2279","pap",4
"2280","parent",4
"2281","partially",4
"2282","participant",4
"2283","participate",4
"2284","participation",4
"2285","patient-derived",4
"2286","patientsundergoing",4
"2287","pattern",4
"2288","paucity",4
"2289","peer-reviewed",4
"2290","peptide",4
"2291","perceived",4
"2292","perform",4
"2293","perspectives",4
"2294","pilot",4
"2295","platforms",4
"2296","platinum",4
"2297","policies",4
"2298","post",4
"2299","power",4
"2300","precise",4
"2301","precision",4
"2302","preliminary",4
"2303","premenopausal",4
"2304","preventive",4
"2305","priorities",4
"2306","pro",4
"2307","probe",4
"2308","promotion",4
"2309","prostate-specific",4
"2310","protection",4
"2311","protective",4
"2312","protocol",4
"2313","protocols",4
"2314","psychosocial",4
"2315","putative",4
"2316","qol",4
"2317","racial",4
"2318","radiographic",4
"2319","random",4
"2320","randomizedcontrolled",4
"2321","reactions",4
"2322","reactive",4
"2323","reasons",4
"2324","recognition",4
"2325","recognize",4
"2326","recorded",4
"2327","recurrences",4
"2328","recurrent",4
"2329","regardless",4
"2330","regulating",4
"2331","reliable",4
"2332","representation",4
"2333","resolution",4
"2334","respond",4
"2335","responsive",4
"2336","retrospectively",4
"2337","roleof",4
"2338","routine",4
"2339","(rr",4
"2340","rural",4
"2341","satisfaction",4
"2342","scans",4
"2343","scarce",4
"2344","scored",4
"2345","scps",4
"2346","sd",4
"2347","seek",4
"2348","seeking",4
"2349","sentinel",4
"2350","separate",4
"2351","service",4
"2352","shift",4
"2353","showing",4
